WORD,COUNT
kaussies?,1
pixels,1
bummer,2
bae~,1
fightingmcirene,1
tummy,1
michael's,1
exercising,1
🌞💃🏽🍹,1
guys?,1
"26""",1
"""zayn",1
queens,1
saffron,1
peasant,1
wouldve,1
~admin_myung,1
slp,1
nfinite,1
laomma,1
laomma_couture,1
7df89150,1
kebaya,1
089624641747,1
"laomma,",1
(+62),1
bandung,1
line:,1
urghhh,1
haizzz,1
"comics,",1
ganbarimasu,1
working-on-a-tight-schedule,1
livid,1
whammy,1
:-(,1
friooooo,1
quuuuuuee,1
lady,2
kicks,1
chwang,1
lorm823,1
unhappy,1
trade,1
tt,1
"lolzz,",1
corey,1
weapons,1
m,2
foods,1
fried,1
noodles??,1
love💜💜💜,1
veeeeerry,1
rted,2
07:17am),1
hwy,1
from@the,1
notr,1
niall,2
zero,1
"cross,",1
"fraud,",1
"fittest,",1
"lie,",1
-hugs-,1
approach,1
performances,3
pier,1
robe,1
rattle,1
hack,1
emphasis,1
vocals,1
chose,1
abbycan,1
please?:(,1
persuade,1
lyrics,1
emily's,1
@goonrgrrl,1
elected,1
07:17pm,1
"hmm,",1
no~,1
kamiss,1
before/during,1
fighting?,1
melbourne,1
cafe,2
movie,2
loner,1
fricken,1
rito,1
friendzone,1
everything:-(,1
panels,1
canarios,1
hsm,1
bothering,1
ukiss,1
kurt,1
fatma'm,1
honestlymore,1
lmfao,2
flapjacks!,1
countthecost,1
cakes,1
ihop,1
rolled,1
lq,1
sotired,1
mybrainneedstoshutoff,1
exited,1
spain?,1
25,2
wayne!,1
"wtf,i",1
510,1
kbye,1
1d!,1
nigga!!,1
citizens,1
ranking,1
compared,2
5h,1
"\op""",1
thapelo,1
"""@mtnza:",1
chocolates,1
peanuts,1
civ,1
crashed,2
wooden,1
neh!,1
mic,1
embarrassing,2
excitement,2
“my,1
today?,1
wtf?,1
nak,1
jokid,1
"""@ghrxoxo:",1
rent,2
fuck??!?:(,1
why???,1
“@johnny_spacey:,1
chel,1
jemma,1
elsa,1
longer!,1
postpone,1
karin,1
vist,1
unhealthy,1
propa,1
knockin,1
pre-holiday,1
deathbybaconsmell,1
boooo,1
meanies,1
location?,1
location,2
krystal???,1
f(x),2
"victoria,amber,luna,and",1
picture?,1
😩😩😩😩😭,1
sarajevo???,1
energy,2
haix,1
poorly?,1
wii,2
bayonetta,1
everone,1
jps,1
imintoher,1
"ugh,i",1
"now,i",1
understands,1
tay,1
voted,1
slovakia's,1
d:,4
underrated,1
"sadly,",1
lib,1
rizal,1
period,1
harsh,1
sexygirlbypreciouslemmy,3
ripsandrabland,1
"positive,",1
cri,1
catching,1
"nothing""",1
"""@dailyteenwords:",1
edel!!,1
bad+sad,1
eidfeeling,1
salam,1
mubark,1
dong,1
tammirossm,4
u!,1
abbymill18,2
spent,3
noob,1
5min,1
hse,1
lock,1
😔,2
nae:(,1
nae,1
"fck,",1
emotions,1
:(;(;(,1
whit,1
vans,2
bristol,1
oo,1
penyfan,1
breconbeacons,1
hottie,1
fuzzy,1
antonio,1
kang,1
junhee,1
couldve,1
wait:(,1
pz,1
somersetlooking,1
releasing,1
k3g,1
manila,1
gamestomp,1
cancel,1
3!!!,1
house??,1
angelo's,1
yna,1
fiver,1
sakho,1
goalscorer,1
nooooooo,1
1100,1
sham,1
10:59,1
baao,1
nisrina,1
bcs,2
ladygaga,1
marrish,1
"happening,",2
6:15,1
edomnt,1
shxbs,1
qih,1
fck,1
enough!!!!,1
1000%,1
chilton,1
wasted,1
creepy,1
boohoo,1
tweepsmatchout,1
victory,1
lions,2
family!,2
roar,1
nein,3
found!,1
404,1
willlow,1
0001%,1
sowwy,1
"gears,",1
grinds,1
winning,1
3000,1
"vine,",1
madi,1
11:11s,1
&gt;&gt;:(,1
shanzay,1
journo,1
lure,1
monday!,1
*pets*,1
working?!,1
hospital),1
prima,1
bapak,1
tweet,1
plisss,1
course!!,1
sunway,1
petaling,1
"jaya,",1
selangor),1
glow,1
"""proud",1
huhuu,1
"""congratulations""",1
margo,1
"""@_topeh:",1
ode,1
"wa*""@icum_thrice:",1
"""@icum_thrice:",1
"konga""@beemannoni:",1
"e""@_topeh:",1
negotiate,2
"u""@occupynaija:",1
bride,3
imma,1
lapar,1
foundation,1
😢,2
dh,1
anot,1
facil,1
chalet,1
suay,1
buggers,1
majhwar,1
धोखा,1
बार,1
&gt;_&lt;,1
फिर,1
chandauli,1
सेँ,1
एक,1
"cousin,",1
critical,1
condition,1
narcos,1
regens,1
unfaved,1
works!,1
benadryl,1
gg,2
place:(,1
bleeding,1
missed,1
jhezz!!,1
nrltigersroosters,1
soft,1
hibbs,1
nh,1
biblethump,1
stress,1
rlyyyy,1
pierced,1
goood,1
fire,1
stressed,1
venomous,1
fur-trimmed,1
they've,1
carriage,1
error,2
59,1
xue,1
midori,1
d:!,1
lucky💗,1
mateo,1
bartender,1
"water,",2
buys,1
'working,1
'surfing',1
home',1
pls?,1
rejected,2
fault,2
^__________^,1
"""@switinno:",1
help@veryhqcouk?,1
221b,1
you’d,1
contents,1
benedictervention:,1
popcorn,2
cinemas,1
"joyce,calm",1
paalam,1
cuting,1
gooooo,1
growling,1
beard,1
nooooope,1
😘🎉,1
hundred,1
verity's,1
rupert,1
meg,1
studying,1
pleaaase,1
👆🏻👆🏻,1
woaah,1
;-;,2
barefooted,1
lego,1
twelvyy,1
wba,1
boaz,1
myhill,1
hers,1
sunny's,1
zoom,1
pd,1
besst,1
pits,1
plague,1
"kid,",1
frail,1
razzist!!!!!!!!!!1!!,1
reports,1
might?,1
mugshot,1
plssssssssssssssss,1
roberts,1
farmiga,1
taissa,1
ahs,1
restore?,1
"danielle,",1
"pharma,",1
got7's,2
billions,1
f1,1
rands,1
genes,1
bein,1
shut,1
upcome,1
thoughts,1
"jail,",1
county,2
"home,",1
wtf!,1
minhyuks,1
cooler,1
1900,1
yu,1
😪😪😪,1
hz,2
nas,1
classes,1
hatigii,1
♡♡♡,1
emta,1
b2aa,1
yayyyy!!!,1
(she's,1
penrith/emu,1
plains,1
untouched,1
apink,1
brienne,1
lsh,1
former,1
gunna,1
darn,1
pakistan`s,1
juudiciary,1
tim,1
"leaving,",1
horton's,1
dunkin,1
cara,1
delevingne's,1
laced,1
fank,1
dard,1
ufffff,1
sr,1
katekyn,1
ehh??,1
"""hacharatt",1
niwll,1
poor:(,1
depends,1
(2,1
goa,1
witnessed,1
linis,1
kasi,1
brothers,2
pissed,1
celebration,1
rhd,1
physical,1
wae,1
lunches,1
be!,1
20th,1
breakups,1
"tbh,",1
weeding,1
harumph,1
experiencing,1
errors,2
"""we're",1
😩😭🍵🌸,1
flavour,1
chokkie,1
unavailable,1
sorry!!!,1
richard,2
11:11,2
"aditya,",1
computer?,1
🍜🍜🍜🍜🍜,1
cus,1
vibrating,1
ans,1
theres,1
dhaka,1
celebrating,1
jam,1
cheering,1
cornettos?,1
nosebleed,1
______,1
game!!!,1
nintendo,2
ramos,1
wew,1
ground,1
mendes,1
shawn,1
x),1
-cont-,1
name/description,1
colleague,1
(1),1
skye!,1
gagal,2
noooot,1
notch,1
everyones,1
󾆖,1
pyjamas,1
"""@jperkovic93:",1
vote?,1
swifties,1
"lurgy,",1
kits,1
6gb,1
door,1
scaring,1
fenestoscope,1
etienne,1
bandana,1
vagina,1
kiya,1
kisi,1
wrong??,1
eyesight?,1
25x30,1
booooore,1
uuu,1
boyfriend,6
concerts!,1
garage,1
"boy""",1
"jackson,",1
ce,1
pleaseee,1
gws,1
shuffle,1
?:((((,1
greys,1
no1,1
non-trial,1
sayhername,1
lootcrate,1
trail,1
inca,1
"fair,",2
cancels,1
"available""",1
unable,2
derby,1
unfamiliar,1
coldest,1
loss,2
1451834461,1
lovebirds,1
nth,1
imo,1
horse,2
"dude,",1
ahhhhh,1
sensiesha,1
copies,1
realising,1
eldest,1
😟,1
keedz,1
taybigail,1
ps4,3
nah,2
jordans,1
chargers,1
kinks,1
(:-(,1
srsky,1
scorch,1
in-sensitivenessridiculous:(,1
struggling,1
cooperating,1
conversion,1
donna,1
collins,1
911,1
quietly,2
kennel,1
thurston,1
schools,1
rn!:(,1
pluckerssss,1
gion886,1
kidschoiceawards2015,1
pbr,1
recorded,1
uts,1
periscope,1
naw,3
sterling's,1
performance,1
9muses',1
hrryok:,1
asap,1
concerts,1
wnt,1
9:48,1
9:30,1
bueno,1
9/11,1
"receptionist,",1
ella,1
ketchup,1
9),1
tasteless,1
justgotkanekified,1
notgonnabeactivefor2weeksdontmissittoomuch,1
disney,1
2013,1
vlog,1
breakdown!,1
chills,1
cnn,2
"""are",1
theatres,1
"safe""?",1
guncontrol,1
lies,1
powerpoint,1
either?,1
no-no,1
"before,",1
expectations,1
hinde,1
expire,1
using?,1
circuit,1
*joins,1
sodders,1
mobitel,1
"heck,",1
"colin,",1
playstation,2
call?,1
charged,1
exp,1
hyungwon,1
now!!!!!!!!,1
needicecreamnow,1
cancelling,1
"nu-uh,",1
"jace,",1
repeatedly,1
vips,1
babe?:(,1
urgh,1
carrot,1
grigson's,1
&gt;:-(,3
ughh,1
protection,1
enable,1
argh,1
otl,1
pon,1
sleepovers,1
jesse,1
5:30,1
fabina,1
gardening,1
barrista's,1
pup,1
brolly,1
di,1
bitin,1
bb17,1
pretzels,1
bblf,1
fuckin',1
vanilla,1
latte,1
pg279q,1
"skulker,",1
hungrrrryyy!!,1
hallyu,1
buuuut,1
gay…,1
über,1
8pm,1
friday!!!!,1
harlo,1
torrentialrain,1
a9),1
lloyds,1
knowwww,1
runny,1
rightand,1
xenophobes,1
wtfff,1
1pm,1
remastered,1
comparison,1
pish,1
newer,1
fe14,1
(not,1
cornetto,1
cornetto),1
"""what",1
"""we",2
"happened?""",1
nowwhen,1
kapatidkongpogi,1
lives!!,1
longest,1
carmen,1
login,1
"00128835,",1
wingstop,1
loool,2
"budge,",1
fuq,1
"hard,",1
simple,1
getthescoop,1
txt_shot,1
hearess677,1
unfollowing,1
zenmate?,1
inatall,1
carefulnamechecking,1
whistle,1
junmyeon,1
je,1
igbo,1
whhr,1
blamehoney,1
warning,1
usage,1
vertigo,1
panic,1
carriageway,1
aragalang08,1
boses,1
cactus,1
sooo,1
sorrry,1
bowel,1
waited,2
eyelids,1
puffy,1
campsites,1
hahays,1
churro,1
"me,",1
montana!,1
reign,1
example,1
reset,1
smh,1
dirtykik,1
entlerbountly,1
sexcam,1
"foot,",1
postcode,1
hun!,1
warnaaaaaaa:(,1
koi,1
kafi,1
bunta,1
rewert,1
wall,1
jumped,1
iran,1
li,1
nuclear,1
irandeal,1
mit's,1
experts,1
up:,1
us-iran,1
rumpy,1
s2e12,1
daddy,1
gallon,1
"""@ceafive:",1
responsibilities,1
rbi,1
1ly,1
caged,1
parrot,1
election,1
"commission,",1
cag,1
"left,",1
tears,1
ilymelanie,1
tears?,1
"really?""@praisekingdavid:",1
unlike,2
"����""",1
deepxcape,1
"""@oscarmbo:",1
5:08,1
"can’t,",1
❤❤❤,1
laughed,2
hugged,1
refresh,1
young,1
gtg,1
vv,1
compete,1
respect,1
article,1
speced,1
"cc$$,",1
nys,1
"vam,",1
ells,1
float,1
cool!!,1
fineandyu,1
nonot,1
"emyu,",1
koe,1
confetti,1
sams,1
by?:(,1
hop,1
bestweekend,1
"html,",1
c++,1
geneva,1
patml482,1
'reaally?',1
nila!,1
unanswered,1
bri,1
rightthe,1
laper,1
rage,1
quit!!!,1
hospital?,1
"mom,",1
guess?,1
urie's,1
brendon,1
repackage,1
matthew,1
yongbe,1
warm-up?,1
bomb,2
depressing,1
9:,1
rub,1
belly,1
jannatul,1
ferdous,1
manush!!,1
kharap,1
mart,1
ami,1
ekta,1
cans,1
gua,1
khloe's,1
kylies,1
nhe,1
yar,1
isolated,1
hols,1
broker,1
wna,1
flaviana,1
greymind43:,1
gayle,1
news:,1
letsfootball,1
chickmt123:,1
atk,1
livestream,1
felton,1
verity,1
standen's,1
😆😆,1
ffvi,1
/youtube/2_gpctsojkw,1
viewing,1
grated,1
pizzas!,1
50p,1
lagi?:(,1
rider:(,1
yescant,1
nope!!,1
hueeeee,1
password/recall,1
"george,",1
stella,1
chewing,1
theaccidentalcouple,1
handover,1
bebii,1
*dr,1
happenend?,1
balms,1
hmph,1
"mumma,",1
bubba,2
floor,2
cuddles,1
falls,1
cuddling,1
bengalis,1
oi,1
"him""",1
"""that",1
uni?,1
updates??,1
whatchya,1
petrol,1
cock,1
nyquil,1
poooootek,1
"1,500",1
bobble,1
leaking,1
casting,1
"july,",1
😊😊😊❤️,1
present?,1
💕💕💕💕,1
tae,1
kita,2
crys,1
nation,1
corrupted,1
october,1
ene,1
£3k,1
zehr,1
khany,1
grocery,1
gum,1
hubba,1
bubble,1
"closet,",1
waters,1
jhalak,1
bakwas,1
goys,1
nachos,1
mm,1
braid,1
braids,1
ruth,1
boong/?:((,1
gta,1
recommendations?,1
cwnt,1
trivia,1
crack,1
"bdays,",1
(can't,1
muslims,1
charges,2
rohingya,1
thailand,1
savetherohingya,1
around,1
asia,1
rumble,1
kumble,1
cleaning,1
phrased,1
gigs,1
jest),1
tfw,1
(lol,1
relaxes,1
bringmethehorizon,1
sleepingwithsirens,1
17th,1
right??,1
carva,1
families,1
sympathis,1
victims',1
regularly,1
expected,1
revamps,1
headphones,1
“@rookieke:,1
wacha,1
niende,1
13m,1
2hrs,1
kk,1
18th??,1
calibraksaep,2
grounded,1
paid!,1
horrific,2
royally,1
nams,1
pooo,1
nobodies,1
(@jonathanjoly,1
others,1
spam,1
fallout,1
bethesda!!!,1
dire,1
likee,1
kateee,1
linux,1
chikka,1
nawwwe,1
rata,1
ug,1
faggot*,1
happened!,1
fyi,1
url,1
bookmark,1
nicest,1
whay,1
force?,1
"😒""",1
"""@waxxa_official:",1
😚,1
pramis,1
ngee,1
"crikey,",1
nathanielhinanakit,1
naya,1
loading,1
wheel,1
notifs,1
"reply,",1
gfriend,1
screenshots,1
fugly,1
😊💞,1
jongdae?,1
recommended,1
"choose,",1
budget,1
pabebe,2
pabebegirls!!!,1
"""on",1
bland,1
sandra,1
london!:(,1
mtvhottest,1
gaga,1
"cage,",1
below,1
😢😵😭,1
hulkamania,1
unloved,1
ihhh,1
basil,1
"ever,",1
"""thr",1
remedy,1
gv,1
"prob""",1
upwt,1
raiz,1
now?wt,1
nvr,1
whaaaaaaaaaat,1
leaving??,1
"30,",1
pipes,1
lawn,1
cupid's,1
pierce,1
retainers,1
lipstick,1
clowns,1
clowns?,1
haiss,1
^dh,1
tweeting,1
hangout,2
everday,1
umboh,1
william,1
steven,1
otwolgrandtrailer”,1
thiz,1
emeged,1
“@jadine_addicts:,1
kennat,1
iz,1
"jadines,",1
reunite,1
arctic,1
"cold,",1
chicsirific,1
cumbia,1
mood:,1
badlife?,1
kaslkdja,1
4-5,2
weddingflowers,1
wedding!,1
diyflowers,1
3wks,1
feverfew,1
imysm,1
fitnes!,1
wolverine,1
🙏🏻🎂,1
“@kuskus1:,1
fabian?,1
buy/order,1
mememe??,1
krystoria,1
followback?,1
snob,1
sakit,1
zumba,1
greeks,1
greekcrisis,1
leave/work,1
remained,1
legible,1
israeli,1
passport,1
dutch,1
covered,1
bananas,1
froze,1
23rd,1
stomachache,1
_:(´ཀ`」,1
"otani,",1
"eh,",1
3-0,1
niaaaaaaaaaaaaaaaaaaaaaaaaaaa,1
2/4,1
💞,1
"goes,",1
fckin,1
plss,1
rply,1
vin,1
rat,2
bollywood,1
actual,2
backup,1
mac,1
lunes,1
exam!!!!!!,1
robinhoodies!,1
robinhood,1
“@robinhoodapp:,1
🚙💚,1
wild!,1
docopenhagen,1
bbygurl,1
caribbean,1
6yrs,1
fersuree,1
“@inyan99:,1
"angie,",1
plsss,1
"been,",1
i'mo,1
bad!!,1
fair!!,1
nonce,1
bison,1
q'don,1
crikey,1
"cheated,",1
"broken,",1
"heart,",1
"played,",1
kanye,1
jdjdjdjd,1
jimin's,1
fancafe,1
monday?,1
waffle,1
877,1
2fm,1
kissme,1
himseek8,1
glo,1
cory,1
monteith,1
hashbrowns?😂😊💘💘,1
msc,1
pgs,1
hierro,1
shirleycam,1
gilet!,1
£111,1
pal,1
cheeks,1
lahhh,1
eon,1
beety697,1
☼,1
getaway,1
committing,1
criminal,1
three,1
backup…,1
"fly,",1
habe,1
ba?,1
'ampsha,1
chuckin,1
nia,1
can!!,1
"terrible,",1
replacement,1
dz9055,1
watch!,1
entlead590,1
07:02am),1
"collaboration,",1
"infrastructure,",1
taxonomic,1
species,1
"biodiversity,",1
suppl,1
pdf,1
collar,1
3:03,1
respond,1
belting,1
rides,1
eyeliner,1
"end,",1
netherlands,1
el,1
max,1
jeb,1
msnbc,1
blacklivesmatter,1
(jebbush,1
'slogan',1
famished,1
qualified,1
suzy,1
qualify,1
"""maybe""",1
marino,1
momo,1
"""tama!""",1
warrior,1
iraq,1
wounded,1
reported,1
win?,1
inspy,1
camara,1
coveralls,1
sleepy,1
sneezy,1
rogerwatch,1
velvet,1
plsssssss,1
beheaviour,1
robert's,1
love❤,1
*i,1
anything,1
to*,1
aaron,1
jelouse,1
banged,1
playables,1
thoughtseized,1
rounds,1
mtg,1
goodies,1
mcg,1
waisted,1
jeans:(,1
venue,1
guinness,1
pepper,1
genesis,1
november,1
whattsap,1
inuyasha!,1
"myungsoo,",1
yeol,1
"gyu,",1
victoria,1
wah,1
stock,1
pliss,1
challo,1
juliana,1
enroll,1
starbucks,1
darlene,1
emoji,1
brisbane,1
"merlin,",1
"repair,",1
nga,1
rajud,1
hyperbullies,1
nawwwee,1
promising,1
"cricket,",1
kaylas,1
ericavan18,1
jong,1
"wh,",1
dw,1
photocards,1
vivian,1
mmsmalubhangsakit,1
"holiday,",1
"today,",1
bei've,1
jillcruz18,2
qt,1
19th,1
mia,1
co-worker,1
showed,1
pushes,1
gh,1
mixed,1
sun,1
showers,1
unsettled,1
18c,1
hamsters,1
rlly?:(,1
preform,1
what?p,1
glitch,1
hitmarker,1
selena's,1
fans?:(,1
lrka,1
bhook,1
galat,1
kia,1
respected,1
bna,1
push,1
excuses,1
"experiment,",1
icu,1
ashraf,1
bilal,1
winchester,1
"annnd,",1
{:-(,1
dms,1
/grepe,1
grepein/,1
panem,1
zoo?,1
lover,1
bitch???,1
here?,1
darren?,1
political,1
condemned,1
cpm,1
✔️,1
unagi,1
beyt3a2ad,1
7elw,1
fluent,1
sengenza,1
varsity,1
nbheroes,1
belgium?,1
movnat,1
"xbox,",1
background,1
killer,1
work:(,1
brasileirao,1
here??,1
cry!,1
unparents,1
unfollower,1
bianca,1
bun,1
burdensome,1
amelia,1
